S_no,Tahsil/Taluk,Village,Latitude,Longitude,Date_of_collection,TDS,Nitrates,Ca,Mg,Na,K,Cl,SO4,F,pH,wqi,quality
505,Walajahpet,Ranipet Water Works,"12°55'00""","79°12'00""",01-01-1988,338,1,32,22,69,5,71,5,0.626930769,9,65.61149968,Poor
506,Arakkonam,Sayanavaram,"12°58'50""","79°39'00""",01-01-1988,384.519457,36,62,45,219,24,252,91,0.626930769,9,79.48904868,Very poor
507,Arakkonam,Reddivalam,"12°56'12""","79°35'35""",01-01-1988,384.519457,8,148,51,276,27,496,134,0.626930769,8.6,79.57548925,Very poor
508,Arakkonam,Karivedu,"12°53'27""","79°30'50""",01-01-1988,861,13.17692308,148,46,117,3,212,158,0.626930769,7.6,59.9772339,Poor
509,Arcot,Maruthampadi,"12°48'00""","79°17'00""",01-07-1988,860,11,66,71,163,3,156,50,0.626930769,8.4,64.78712898,Poor
510,Vellore,Pennathur,"12°50'40""","79°06'40""",01-07-1988,803,34,82,92,53,3,269,94,0.626930769,8.8,69.39763014,Poor
511,Walajahpet,Lalapet,"12°58'00""","79°03'00""",01-07-1988,384.519457,35,176,136,357,5,189.0329095,144,0.626930769,8.6,73.31618478,Poor
512,Gudiyatham,Gudiyatham,"12°56'40""","78°52'10""",01-07-1988,538,1,22,22,152,5,152,58,0.626930769,8.4,62.22036172,Poor
513,Katpadi,Arumparuthi,"12°58'05""","79°12'25""",01-07-1988,978,17,86,38,207,29,245,77,0.626930769,8.6,79.11956162,Very poor
514,Arakkonam,Sendamangalam,"12°29'00""","78°34'20""",01-07-1988,557,11,46,38,97,9,78,163,0.626930769,8.8,68.33598583,Poor
515,Vellore,Guruvarajapalayam,"12°47'35""","78°53'00""",01-07-1988,432,6,14,49,64,6,89,29,0.626930769,8.9,66.96384889,Poor
516,Gudiyatham,Pallalakuppam,"12°53'20""","78°46'00""",01-07-1988,443,7,30,30,83,4,92,86,0.626930769,8.3,61.63133893,Poor
517,Gudiyatham,Modikuppam,"13°01'50""","78°10'48""",01-07-1988,705,17,12,28,207,6,174,64,0.626930769,8.6,64.96318918,Poor
518,Vellore,Perumugai,"12°56'33""","79°11'49""",01-07-1988,529,11,38,39,101,3,99,47,0.626930769,8.7,64.27170338,Poor
519,Vellore,Karadikudi,"12°50'38""","78°55'49""",01-07-1988,903,5,32,80,207,3,230,38,0.626930769,8.6,65.945479,Poor
520,Vellore,Pinnathurai,"12°46'43""","78°56'11""",01-07-1988,835,11,52,44,212,5,142,20,0.626930769,8.7,66.12711058,Poor
521,Vellore,Thuthikadu,"12°47'26""","79°05'09""",01-07-1988,463,13.17692308,36,63,55,4,46,34,0.626930769,8.3,63.47608313,Poor
522,Vellore,Vallam,"12°45'15""","79°09'18""",01-07-1988,384.519457,29,72,139,177,5,189.0329095,149,0.626930769,8.4,70.24136785,Poor
523,Vellore,P.S. Mangalam,"12°55'05""","79°03'00""",01-07-1988,384.519457,16,90,61,177,5.964226244,351,21,0.626930769,8.4,66.47020193,Poor
524,Vellore,Asanampattu,"12°42'17""","78°48'58""",01-07-1988,726,12,28,75,136,4,184,39,0.626930769,8.5,65.58110704,Poor
525,Katpadi,Ponnai,"13°07'50""","79°15'35""",01-07-1988,384.519457,59,168,52.24729367,71,5.964226244,383,336,0.626930769,8.5,69.67979989,Poor
526,Walajahpet,Sholinghur,"13°06'25""","79°25'25""",01-07-1988,728,1,64,40,166,1,177,34,0.626930769,8.4,61.65412134,Poor
527,Walajahpet,Ammur,"12°57'30""","79°17'00""",01-07-1988,479,7,8,43,106,2,106,38,0.626930769,8.3,60.91973212,Poor
528,Arcot,Melapalandai,"12°39'30""","79°23'42""",01-07-1988,711,12,26,60,143,16,188,62,0.626930769,8.9,73.74595928,Poor
529,Arcot,Kaniyanur,"12°48'00""","79°21'25""",01-07-1988,384.519457,13.17692308,58.75113122,83,323,4,189.0329095,240,0.626930769,8.6,67.65240151,Poor
530,Arcot,Damaraipakkam,"12°45'25""","79°18'35""",01-07-1988,872,28,40,66,168,9,266,101,0.626930769,8.4,68.29130887,Poor
531,Walajahpet,Ayilam,"12°52'35""","79°15'45""",01-07-1988,477,7,32,44,81,3,103,58,0.626930769,9.2,67.31112931,Poor
532,Arcot,Varagur,"12°48'40""","79°14'15""",01-07-1988,634,14,16,50,150,2,117,48,0.626930769,9.1,66.70467295,Poor
533,Arakkonam,Mosur,"13°05'02""","79°43'10""",01-07-1988,384.519457,30,144,92,253,5.964226244,189.0329095,226,0.626930769,8.8,72.06651903,Poor
534,Arakkonam,Poyapakkam,"13°02'23""","79°40'06""",01-07-1988,518,8,38,21,129,4,78,43,0.626930769,8.7,63.78199287,Poor
535,Arakkonam,Vellorepet,"13°08'56""","79°42'17""",01-07-1988,384.519457,22,28,64,120,5.964226244,305,144,0.626930769,8.4,66.02223577,Poor
536,Arakkonam,Amirpet,"13°08'29""","79°36'40""",01-07-1988,520,17,34,66,60,5,92,89,0.626930769,8.6,66.29092912,Poor
537,Arakkonam,Narayanamangalam,"13°11'19""","79°39'18""",01-07-1988,401,17,50,20,58,4,99,23,0.626930769,8.5,62.84238232,Poor
538,Walajahpet,Vellore water works,"12°56'30""","79°08'00""",01-07-1988,373,13.17692308,26,23,83,4,82,34,0.626930769,8.6,63.16508475,Poor
539,Walajahpet,Ranipet Water Works,"12°55'00""","79°12'00""",01-07-1988,436,1,2,20,122,5,121,45,0.626930769,8.4,61.69131192,Poor
540,Arakkonam,Sayanavaram,"12°58'50""","79°39'00""",01-07-1988,384.519457,34,84,117,283,28,189.0329095,211,0.626930769,8.6,83.40244897,Very poor
541,Arakkonam,Karivedu,"12°53'27""","79°30'50""",01-07-1988,566,13.17692308,50,28,115,24,106,91,0.626930769,8.4,73.57816611,Poor
542,Arcot,Maruthampadi,"12°48'00""","79°17'00""",01-01-1989,578,7,62,36,104,2,110,38,0.626930769,8.8,64.3850159,Poor
543,Vellore,Pennathur,"12°50'40""","79°06'40""",01-01-1989,384.519457,78,160,122,396,6,189.0329095,239,0.626930769,7.8,69.90457334,Poor
544,Walajahpet,Lalapet,"12°58'00""","79°03'00""",01-01-1989,384.519457,43,48,52.24729367,368,8,189.0329095,298,0.626930769,8.5,68.7826851,Poor
545,Gudiyatham,Gudiyatham,"12°56'40""","78°52'10""",01-01-1989,384.519457,1,10,35,375,4,312,288,0.626930769,8.6,64.35092364,Poor
546,Katpadi,Arumparuthi,"12°58'05""","79°12'25""",01-01-1989,384.519457,20,72,66,414,35,189.0329095,178,0.626930769,8.4,82.81863558,Very poor
547,Katpadi,Vaduganthangal,"12°58'10""","79°04'10""",01-01-1989,384.519457,73,58.75113122,52.24729367,156,27,189.0329095,131,0.626930769,8.5,79.67263896,Very poor
548,Arakkonam,Sendamangalam,"12°29'00""","78°34'20""",01-01-1989,489,8,46,30,78,8,103,96,0.626930769,8.6,65.91485841,Poor
549,Arakkonam,Kilveeranam,"12°59'51""","79°28'25""",01-01-1989,337,6,16,15,92,3,53,19,0.626930769,8.8,62.96316371,Poor
550,Vellore,Guruvarajapalayam,"12°47'35""","78°53'00""",01-01-1989,439,7,16,55,69,7,99,21,0.626930769,8.4,64.84319327,Poor
551,Gudiyatham,Pallalakuppam,"12°53'20""","78°46'00""",01-01-1989,661,8,68,71,69,6,206,58,0.626930769,8.4,66.14974084,Poor
552,Vellore,Pallikonda,"12°54'05""","78°56'30""",01-01-1989,384.519457,14,68,112,283,5,475,355,0.626930769,8.3,68.48254347,Poor
553,Gudiyatham,Kallapadi,"12°59'45""","78°54'40""",01-01-1989,625,7,16,54,127,31,135,53,0.626930769,8.5,78.62788662,Very poor
554,Gudiyatham,Modikuppam,"13°01'50""","78°10'48""",01-01-1989,453,14,12,26,147,5,9,45,0.626930769,8.6,63.77432345,Poor
555,Vellore,Perumugai,"12°56'33""","79°11'49""",01-01-1989,518,11,10,41,124,3,106,46,0.626930769,8.6,63.42678222,Poor
556,Vellore,Karadikudi,"12°50'38""","78°55'49""",01-01-1989,384.519457,5,34,84,225,4,319,138,0.626930769,8.8,68.08045643,Poor
557,Vellore,Pinnathurai,"12°46'43""","78°56'11""",01-01-1989,487,7,20,45,101,3,99,24,0.626930769,8.4,62.30161818,Poor
558,Vellore,Thuthikadu,"12°47'26""","79°05'09""",01-01-1989,466,13.17692308,12,80,53,4,96,36,0.626930769,8.5,65.30791328,Poor
559,Vellore,Vallam,"12°45'15""","79°09'18""",01-01-1989,999,24,64,117,120,4,312,120,0.626930769,8.4,68.44631186,Poor
560,Vellore,P.S. Mangalam,"12°55'05""","79°03'00""",01-01-1989,384.519457,17,68,52.24729367,138,5.964226244,475,96,0.626930769,8.5,66.55572507,Poor
561,Vellore,Asanampattu,"12°42'17""","78°48'58""",01-01-1989,588,9,10,38,161,4,131,38,0.626930769,8.6,63.84687081,Poor
562,Katpadi,Ponnai,"13°07'50""","79°15'35""",01-01-1989,384.519457,66,108,136,409,5.964226244,189.0329095,163,0.626930769,8.6,74.21796918,Poor
563,Walajahpet,Sholinghur,"13°06'25""","79°25'25""",01-01-1989,769,2,22,38,253,2,277,6,0.626930769,8.4,61.81100133,Poor
564,Walajahpet,Thalangai,"12°59'40""","79°25'28""",01-01-1989,384.519457,56,116,52.24729367,69,2,189.0329095,154,0.626930769,8.4,65.56648244,Poor
565,Walajahpet,Sumaithangi,"12°54'10""","79°26'30""",01-01-1989,384.519457,34,32,52.24729367,253,39,189.0329095,178,0.626930769,8.6,85.15736869,Very poor
566,Walajahpet,Ammur,"12°57'30""","79°17'00""",01-01-1989,739,7,40,61,131,28,156,96,0.626930769,8.4,77.22874462,Very poor
567,Arcot,Melapalandai,"12°39'30""","79°23'42""",01-01-1989,535,9,26,29,124,13,124,50,0.626930769,8.8,69.60342165,Poor
568,Arcot,Kalavai,"12°46'00""","79°23'05""",01-01-1989,384.519457,6,84,148,115,8,468,96,0.626930769,8.2,70.53500896,Poor
569,Arcot,Kaniyanur,"12°48'00""","79°21'25""",01-01-1989,384.519457,13.17692308,60,52.24729367,322,4,189.0329095,221,0.626930769,8.1,62.99403768,Poor
570,Arcot,Damaraipakkam,"12°45'25""","79°18'35""",01-01-1989,904,27,74,24,207,10,216,96,0.626930769,8.1,65.27145681,Poor
571,Walajahpet,Ayilam,"12°52'35""","79°15'45""",01-01-1989,356,7,20,63,16,2,89,48,0.626930769,8.6,63.73355457,Poor
572,Arcot,Varagur,"12°48'40""","79°14'15""",01-01-1989,703,14,52,26,175,3,110,53,0.626930769,8.4,62.29765295,Poor
573,Arakkonam,Mosur,"13°05'02""","79°43'10""",01-01-1989,384.519457,41,58.75113122,52.24729367,262,5.964226244,189.0329095,312,0.626930769,7.7,62.69118271,Poor
574,Arakkonam,Poyapakkam,"13°02'23""","79°40'06""",01-01-1989,514,7,30,4,161,4,96,38,0.626930769,9,64.6570452,Poor
575,Arakkonam,Vellorepet,"13°08'56""","79°42'17""",01-01-1989,384.519457,19,20,50,147,5.964226244,238,139,0.626930769,8.7,66.86177482,Poor
576,Arakkonam,Amirpet,"13°08'29""","79°36'40""",01-01-1989,500,14,32,29,97,5,131,77,0.626930769,8.6,64.32535579,Poor
577,Arakkonam,Narayanamangalam,"13°11'19""","79°39'18""",01-01-1989,460,13,54,29,69,3,167,19,0.626930769,8.5,62.78874997,Poor
578,Walajahpet,Vellore water works,"12°56'30""","79°08'00""",01-01-1989,263,13.17692308,14,19,60,5,60,14,0.626930769,8.4,61.97454149,Poor
579,Walajahpet,Ranipet Water Works,"12°55'00""","79°12'00""",01-01-1989,413,1,16,18,115,5,110,34,0.626930769,8.6,62.94951369,Poor
580,Arakkonam,Sayanavaram,"12°58'50""","79°39'00""",01-01-1989,384.519457,25,26,47,253,17,312,173,0.626930769,8.5,72.11072771,Poor
581,Arakkonam,Reddivalam,"12°56'12""","79°35'35""",01-01-1989,384.519457,8,100,129,253,28,189.0329095,130,0.626930769,8.1,80.01324381,Very poor
582,Arakkonam,Karivedu,"12°53'27""","79°30'50""",01-01-1989,646,13.17692308,50,32,145,3,241,93,0.626930769,8.4,62.6986258,Poor
583,Arcot,Maruthampadi,"12°48'00""","79°17'00""",01-07-1989,671,8,92,43,83,29,149,19,0.626930769,8.7,79.17980824,Very poor
584,Vellore,Pennathur,"12°50'40""","79°06'40""",01-07-1989,862,31,12,14,136,4,369,38,0.626930769,8,60.1482001,Poor
585,Walajahpet,Lalapet,"12°58'00""","79°03'00""",01-07-1989,384.519457,36,136,52.24729367,391,5,189.0329095,259,0.626930769,7.9,64.43469239,Poor
586,Gudiyatham,Gudiyatham,"12°56'40""","78°52'10""",01-07-1989,632,1,52,16,168,12,135,58,0.626930769,8.5,66.75360492,Poor
587,Katpadi,Arumparuthi,"12°58'05""","79°12'25""",01-07-1989,384.519457,24,140,54,186.7503982,3,189.0329095,250,0.626930769,7.8,62.01884728,Poor
588,Arakkonam,Sendamangalam,"12°29'00""","78°34'20""",01-07-1989,459,8,46,35,64,6,131,67,0.626930769,8.4,63.82725662,Poor
589,Vellore,Guruvarajapalayam,"12°47'35""","78°53'00""",01-07-1989,394,6,42,33,58,5,85,15,0.626930769,8.8,65.32118809,Poor
590,Gudiyatham,Pallalakuppam,"12°53'20""","78°46'00""",01-07-1989,429,6,68,17,67,5,85,22,0.626930769,8.5,63.06054958,Poor
591,Vellore,Pallikonda,"12°54'05""","78°56'30""",01-07-1989,663,8,4,107,117,4,118,53,0.626930769,8,63.58811065,Poor
592,Gudiyatham,Kallapadi,"12°59'45""","78°54'40""",01-07-1989,517,7,38,46,87,5,99,53,0.626930769,8.6,64.92955483,Poor
593,Gudiyatham,Modikuppam,"13°01'50""","78°10'48""",01-07-1989,511,13,24,12,147,2,57,52,0.626930769,8.9,63.47431249,Poor
594,Vellore,Perumugai,"12°56'33""","79°11'49""",01-07-1989,324,4,16,27,69,3,60,14,0.626930769,8.5,61.6308303,Poor
595,Vellore,Karadikudi,"12°50'38""","78°55'49""",01-07-1989,903,3,12,100,193,3,230,72,0.626930769,8,62.99504689,Poor
596,Vellore,Pinnathurai,"12°46'43""","78°56'11""",01-07-1989,588,7,62,50,83,18,99,2,0.626930769,8.6,72.42449328,Poor
597,Vellore,Usur,"12°51'54""","79°03'43""",01-07-1989,384.519457,11,48,122,391,5.964226244,189.0329095,82,0.626930769,8.7,70.99934057,Poor
598,Vellore,Thuthikadu,"12°47'26""","79°05'09""",01-07-1989,383,3,14,50,53,8,64,58,0.626930769,8.8,67.34801988,Poor
599,Vellore,Vallam,"12°45'15""","79°09'18""",01-07-1989,976,32,24,103,170,6,308,82,0.626930769,8.5,69.19072648,Poor
600,Vellore,P.S. Mangalam,"12°55'05""","79°03'00""",01-07-1989,950,6,38,77,173,5.964226244,323,29,0.626930769,8.7,68.17234109,Poor
601,Vellore,Asanampattu,"12°42'17""","78°48'58""",01-07-1989,455,8,26,72,39,3,96,24,0.626930769,8.9,66.73831956,Poor
602,Katpadi,Ponnai,"13°07'50""","79°15'35""",01-07-1989,384.519457,63,52,95,419,5.964226244,189.0329095,283,0.626930769,8.5,70.79899742,Poor
603,Walajahpet,Sholinghur,"13°06'25""","79°25'25""",01-07-1989,698,1,42,39,170,3,188,64,0.626930769,7.9,59.38728321,Poor
604,Walajahpet,Thalangai,"12°59'40""","79°25'28""",01-07-1989,384.519457,57,92,52.24729367,253,5,189.0329095,58,0.626930769,7.8,63.44197958,Poor
605,Walajahpet,Sumaithangi,"12°54'10""","79°26'30""",01-07-1989,384.519457,34,84,52.24729367,437,7,189.0329095,106,0.626930769,7.8,63.96058921,Poor
606,Walajahpet,Ammur,"12°57'30""","79°17'00""",01-07-1989,551,7,14,36,120,36,124,61,0.626930769,8.4,79.71948509,Very poor
607,Arcot,Kaniyanur,"12°48'00""","79°21'25""",01-07-1989,384.519457,13.17692308,58.75113122,52.24729367,292,5,189.0329095,384,0.626930769,8,63.10208024,Poor
608,Arcot,Damaraipakkam,"12°45'25""","79°18'35""",01-07-1989,726,22,64,85,64,5,270,63,0.626930769,8.6,68.13568396,Poor
609,Walajahpet,Ayilam,"12°52'35""","79°15'45""",01-07-1989,338,6,28,44,32,4,71,24,0.626930769,9,66.30637956,Poor
610,Arcot,Varagur,"12°48'40""","79°14'15""",01-07-1989,539,11,26,72,60,11,114,53,0.626930769,8.9,71.30846039,Poor
611,Arakkonam,Mosur,"13°05'02""","79°43'10""",01-07-1989,384.519457,25,140,110,170,7,189.0329095,82,0.626930769,8.3,69.87671169,Poor
612,Arakkonam,Poyapakkam,"13°02'23""","79°40'06""",01-07-1989,382,7,32,18,87,1,71,19,0.626930769,8.7,61.71492217,Poor
613,Arakkonam,Vellorepet,"13°08'56""","79°42'17""",01-07-1989,986,17,46,59,87,5.964226244,270,38,0.626930769,8.4,65.73437237,Poor
614,Arakkonam,Amirpet,"13°08'29""","79°36'40""",01-07-1989,394,12,48,35,37,5,107,36,0.626930769,8.7,65.14751769,Poor
615,Walajahpet,Vellore water works,"12°56'30""","79°08'00""",01-07-1989,402,13.17692308,36,24,78,4,106,50,0.626930769,8.2,60.96944131,Poor
616,Walajahpet,Ranipet Water Works,"12°55'00""","79°12'00""",01-07-1989,310,1,30,11,74,3,71,24,0.626930769,8.7,62.13414859,Poor
617,Arakkonam,Reddivalam,"12°56'12""","79°35'35""",01-07-1989,384.519457,7,132,124,69,13,497,58,0.626930769,8.3,73.19052928,Poor
618,Arakkonam,Karivedu,"12°53'27""","79°30'50""",01-07-1989,402,13.17692308,48,35,53,1,142,34,0.626930769,8.2,60.05677725,Poor
619,Arcot,Maruthampadi,"12°48'00""","79°17'00""",01-01-1990,623,5,60,12,150,17,107,19,0.626930769,9.8,77.30676711,Very poor
620,Vellore,Pennathur,"12°50'40""","79°06'40""",01-01-1990,384.519457,53,196,131,115,4,189.0329095,10,0.626930769,8.9,74.6356096,Poor
621,Walajahpet,Lalapet,"12°58'00""","79°03'00""",01-01-1990,384.519457,11,58.75113122,141,370,4,189.0329095,5,0.626930769,8.3,68.47186514,Poor
622,Gudiyatham,Gudiyatham,"12°56'40""","78°52'10""",01-01-1990,693,10,6,27,221,12,202,24,0.626930769,9,70.23581629,Poor
623,Katpadi,Arumparuthi,"12°58'05""","79°12'25""",01-01-1990,384.519457,13,120,93,432,18,189.0329095,168,0.626930769,8.6,76.67160812,Very poor
624,Katpadi,Vaduganthangal,"12°58'10""","79°04'10""",01-01-1990,384.519457,49,58.75113122,52.24729367,308,10,189.0329095,144,0.626930769,8.9,72.32548013,Poor
625,Arakkonam,Sendamangalam,"12°29'00""","78°34'20""",01-01-1990,404,13.17692308,28,37,71,9,128,13,0.626930769,11.1,81.8784599,Very poor
626,Arakkonam,Kilveeranam,"12°59'51""","79°28'25""",01-01-1990,400,1,20,37,81,6,78,12,0.626930769,11.3,80.85436075,Very poor
627,Vellore,Guruvarajapalayam,"12°47'35""","78°53'00""",01-01-1990,430,10,10,51,78,4,99,10,0.626930769,10.5,75.85439785,Very poor
628,Gudiyatham,Pallalakuppam,"12°53'20""","78°46'00""",01-01-1990,481,21,24,48,78,4,99,19,0.626930769,10.5,76.34472667,Very poor
629,Gudiyatham,Kallapadi,"12°59'45""","78°54'40""",01-01-1990,778,8,10,61,202,3,269,29,0.626930769,10.9,78.78619796,Very poor
630,Gudiyatham,Modikuppam,"13°01'50""","78°10'48""",01-01-1990,451,1,10,21,140,2,53,38,0.626930769,10,69.9369208,Poor
631,Vellore,Perumugai,"12°56'33""","79°11'49""",01-01-1990,535,10,56,27,117,3,160,19,0.626930769,8.5,62.70543985,Poor
632,Vellore,Karadikudi,"12°50'38""","78°55'49""",01-01-1990,751,6,34,61,175,2,184,24,0.626930769,8.8,65.51779525,Poor
633,Vellore,Pinnathurai,"12°46'43""","78°56'11""",01-01-1990,476,1,12,38,115,8,71,14,0.626930769,10.8,78.91012323,Very poor
634,Vellore,Usur,"12°51'54""","79°03'43""",01-01-1990,384.519457,34,80,113,400,12,189.0329095,29,0.626930769,9.1,77.49296783,Very poor
635,Vellore,Thuthikadu,"12°47'26""","79°05'09""",01-01-1990,606,21,32,62,92,4,149,19,0.626930769,8.9,67.55031481,Poor
636,Vellore,Vallam,"12°45'15""","79°09'18""",01-01-1990,384.519457,11,56,148,147,4,189.0329095,24,0.626930769,8.9,72.05243129,Poor
637,Vellore,P.S. Mangalam,"12°55'05""","79°03'00""",01-01-1990,716,11,30,24,173,5.964226244,188,19,0.626930769,8.7,65.24961634,Poor
638,Vellore,Asanampattu,"12°42'17""","78°48'58""",01-01-1990,500,11,6,13,168,2,50,29,0.626930769,10.1,70.51279306,Poor
639,Walajahpet,Sholinghur,"13°06'25""","79°25'25""",01-01-1990,568,10,12,29,168,4,152,14,0.626930769,8.5,62.83255662,Poor
640,Walajahpet,Thalangai,"12°59'40""","79°25'28""",01-01-1990,384.519457,32,200,102,191,8,189.0329095,10,0.626930769,8.8,74.0789471,Poor
641,Walajahpet,Sumaithangi,"12°54'10""","79°26'30""",01-01-1990,384.519457,3,58.75113122,80,322,12,189.0329095,1,0.626930769,9.1,74.10255955,Poor
642,Walajahpet,Ammur,"12°57'30""","79°17'00""",01-01-1990,506,7,16,27,115,35,106,14,0.626930769,8.4,78.62124835,Very poor
643,Arcot,Melapalandai,"12°39'30""","79°23'42""",01-01-1990,618,8,4,24,161,24,220,26,0.626930769,9.3,78.1718901,Very poor
644,Arcot,Kaniyanur,"12°48'00""","79°21'25""",01-01-1990,384.519457,13,22,129,460,7,189.0329095,5,0.626930769,8.2,68.60362939,Poor
645,Arcot,Damaraipakkam,"12°45'25""","79°18'35""",01-01-1990,417,4,20,24,104,5,149,5,0.626930769,9.2,67.07407106,Poor
646,Walajahpet,Ayilam,"12°52'35""","79°15'45""",01-01-1990,396,5,10,24,113,2,99,2,0.626930769,9.6,67.73792276,Poor
647,Arcot,Varagur,"12°48'40""","79°14'15""",01-01-1990,512,13.17692308,10,12,184,4,89,121.0057919,0.626930769,11.1,78.00592217,Very poor
648,Arakkonam,Mosur,"13°05'02""","79°43'10""",01-01-1990,384.519457,13,50,20,186.7503982,2,107,16,0.626930769,8.3,60.63301045,Poor
649,Arakkonam,Poyapakkam,"13°02'23""","79°40'06""",01-01-1990,492,6,14,12,150,12,121,6,0.626930769,8.9,68.47582217,Poor
650,Arakkonam,Vellorepet,"13°08'56""","79°42'17""",01-01-1990,384.519457,7,8,17,184,5.964226244,149,307,0.626930769,10.1,73.28588522,Poor
651,Arakkonam,Amirpet,"13°08'29""","79°36'40""",01-01-1990,473,5,38,29,97,4,146,62,0.626930769,8.6,63.50954796,Poor
652,Arakkonam,Narayanamangalam,"13°11'19""","79°39'18""",01-01-1990,484,6,80,7,87,4,160,14,0.626930769,8.2,60.47496875,Poor
653,Walajahpet,Vellore water works,"12°56'30""","79°08'00""",01-01-1990,271,3,8,12,76,4,68,24,0.626930769,8.5,61.26682713,Poor
654,Walajahpet,Ranipet Water Works,"12°55'00""","79°12'00""",01-01-1990,468,1,30,20,127,4,96,31,0.626930769,8.6,62.7250568,Poor
655,Arakkonam,Sayanavaram,"12°58'50""","79°39'00""",01-01-1990,879,6,74,20,221,29,302,28,0.626930769,8.6,77.58912362,Very poor
656,Arakkonam,Reddivalam,"12°56'12""","79°35'35""",01-01-1990,867,6,26,45,216,32,387,5,0.626930769,9,82.33814567,Very poor
657,Arakkonam,Karivedu,"12°53'27""","79°30'50""",01-01-1990,397,13.17692308,36,51,46,2,96,8,0.626930769,11.1,78.83611678,Very poor
658,Vellore,Pennathur,"12°50'40""","79°06'40""",01-07-1990,712,13.17692308,58,99,62,2,369,58,0.626930769,8.042683258,63.52737271,Poor
659,Walajahpet,Lalapet,"12°58'00""","79°03'00""",01-07-1990,384.519457,2,80,52.24729367,239,2,189.0329095,33,0.626930769,8.042683258,60.95780953,Poor
660,Gudiyatham,Gudiyatham,"12°56'40""","78°52'10""",01-07-1990,570,13.17692308,12,35,150,10,89,106,0.626930769,8.042683258,63.74692156,Poor
661,Katpadi,Arumparuthi,"12°58'05""","79°12'25""",01-07-1990,384.519457,13.17692308,36,46,426,2,189.0329095,61,0.626930769,8.042683258,60.86195092,Poor
662,Arakkonam,Sendamangalam,"12°29'00""","78°34'20""",01-07-1990,413,13.17692308,40,21,85,5,128,58,0.626930769,8.042683258,60.5065628,Poor
663,Vellore,Guruvarajapalayam,"12°47'35""","78°53'00""",01-07-1990,384,4,16,46,53,4,78,86,0.626930769,8.042683258,60.48850045,Poor
664,Gudiyatham,Pallalakuppam,"12°53'20""","78°46'00""",01-07-1990,462,1,30,24,94,4,114,154,0.626930769,8.042683258,59.68077765,Poor
665,Gudiyatham,Kallapadi,"12°59'45""","78°54'40""",01-07-1990,755,13.17692308,62,82,101,5,124,144,0.626930769,8.042683258,64.23958439,Poor
666,Gudiyatham,Modikuppam,"13°01'50""","78°10'48""",01-07-1990,453,13.17692308,18,26,127,4,92,19,0.626930769,8.042683258,59.91021741,Poor
667,Vellore,Perumugai,"12°56'33""","79°11'49""",01-07-1990,496,13.17692308,30,29,67,5.964226244,106,77,0.626930769,8.042683258,61.29681196,Poor
668,Vellore,Karadikudi,"12°50'38""","78°55'49""",01-07-1990,775,13.17692308,18,79,177,1,138,58,0.626930769,8.042683258,61.35313235,Poor
669,Vellore,Pinnathurai,"12°46'43""","78°56'11""",01-07-1990,536,13.17692308,62,44,78,10,114,31,0.626930769,8.042683258,64.66870179,Poor
670,Vellore,Thuthikadu,"12°47'26""","79°05'09""",01-07-1990,498,13.17692308,20,73,71,2,82,38,0.626930769,8.042683258,61.21672658,Poor
671,Vellore,Vallam,"12°45'15""","79°09'18""",01-07-1990,971,2,60,52.24729367,85,2,476,42,0.626930769,8.042683258,60.9353998,Poor
672,Vellore,P.S. Mangalam,"12°55'05""","79°03'00""",01-07-1990,809,13.17692308,66,50,161,17,270,66,0.626930769,8.042683258,69.31032619,Poor
673,Vellore,Asanampattu,"12°42'17""","78°48'58""",01-07-1990,449,1,12,72,48,2,131,84,0.626930769,8.042683258,60.65919057,Poor
674,Walajahpet,Sholinghur,"13°06'25""","79°25'25""",01-07-1990,555,13.17692308,14,39,147,3,202,29,0.626930769,8.042683258,60.21188969,Poor
675,Arcot,Kaniyanur,"12°48'00""","79°21'25""",01-07-1990,384.519457,5,42,33,186.7503982,7,189.0329095,119,0.626930769,8.042683258,62.28223491,Poor
676,Arcot,Damaraipakkam,"12°45'25""","79°18'35""",01-07-1990,325,13.17692308,24,43,41,2,60,21,0.626930769,8.042683258,59.55070273,Poor
677,Walajahpet,Ayilam,"12°52'35""","79°15'45""",01-07-1990,325,13.17692308,24,43,41,2,60,21,0.626930769,8.042683258,59.55070273,Poor
678,Arakkonam,Mosur,"13°05'02""","79°43'10""",01-07-1990,384.519457,1,58.75113122,142,179,10,189.0329095,59,0.626930769,8.042683258,69.52316613,Poor
679,Arakkonam,Poyapakkam,"13°02'23""","79°40'06""",01-07-1990,436,3,12,24,99,4,85,22,0.626930769,8.042683258,59.26896708,Poor
680,Arakkonam,Amirpet,"13°08'29""","79°36'40""",01-07-1990,450,13.17692308,50,41,55,5,138,61,0.626930769,8.042683258,61.65202225,Poor
681,Walajahpet,Vellore water works,"12°56'30""","79°08'00""",01-07-1990,368,13.17692308,22,23,90,3,60,30,0.626930769,8.042683258,59.14883883,Poor
682,Walajahpet,Ranipet Water Works,"12°55'00""","79°12'00""",01-07-1990,482,13.17692308,36,40,108,3,107,31,0.626930769,8.042683258,60.35426635,Poor
683,Arcot,Maruthampadi,"12°48'00""","79°17'00""",01-01-1991,332,3,20,49,21,16,128,17,0.626930769,8.042683258,67.01813908,Poor
684,Vellore,Pennathur,"12°50'40""","79°06'40""",01-01-1991,170,5,20,12,23,16,18,5,0.626930769,8.6,68.37396155,Poor
