S_no,Tahsil/Taluk,Village,Latitude,Longitude,Date_of_collection,TDS,Nitrates,Ca,Mg,Na,K,Cl,SO4,F,pH,wqi,quality
2026,Vellore,Poigai satyammangalam,"12°55'05""","79°03'00""",06-01-2007,384.519457,4,96,141,186.7503982,4,189.0329095,230,1.55,7.8,137.4475805,Not suitable
2027,Walajahpet,Gudimallur,"12°53'35""","79°22'15""",06-01-2007,384.519457,2,80,100,207,5,411,144,0.98,7.8,91.41776374,Very poor
2028,Gudiyatham,Modikuppam,"13°01'45""","78°51'55""",06-01-2007,572,3,34,17,163,5,85,72,1.34,8.3,117.018525,Not suitable
2029,Gudiyatham,Gundalapalli,"12°59'35""","78°44'45""",06-01-2007,475,2,40,31,97,4,53,58,1.12,7.9,97.47992768,Very poor
2030,Gudiyatham,Nalanganallur,"12°57'20""","78°47'05""",06-01-2007,747,23,62,50,138,5,117,72,1.84,8,156.9846333,Not suitable
2031,Gudiyatham,Kommeswaram,"12°49'00""","78°44'10""",06-01-2007,843,6,100,61,127,4,284,60,0.99,8.2,92.20173852,Very poor
2032,Vellore,Guruvarajapalayam,"12°47'35""","78°53'00""",07-01-2007,811,16,30,61,175,6,188,122,1,8.4,94.75604097,Very poor
2033,Vellore,Karadikudi,"12°50'38""","78°55'49""",07-01-2007,384.519457,16,44,85,248,4,277,211,1.5,8.5,134.8663557,Not suitable
2034,Vellore,Pinnathurai,"12°46'43""","78°56'11""",07-01-2007,690,6,90,62,81,13,149,121.0057919,1.56,8.7,144.1434639,Not suitable
2035,Vellore,Asanampattu,"12°42'17""","78°48'58""",07-01-2007,384.519457,67,56,52.24729367,219,6,440,240,1.44,8.4,131.2883973,Not suitable
2036,Vellore,Guruvarajapalayam,"12°47'30""","78°52'48""",07-01-2007,582,4,50,54,90,4,92,82,1.37,8.4,121.4848134,Not suitable
2037,Vellore,Pennathur,"12°50'40""","79°06'40""",08-01-2007,384.519457,48,160,141,196,4,189.0329095,276,0.28,7.8,41.34585344,Good
2038,Vellore,Usur,"12°51'54""","79°03'43""",08-01-2007,384.519457,19,80,73,460,32,189.0329095,324,1.1,8.5,119.3498836,Not suitable
2039,Vellore,Vallam,"12°45'15""","79°09'18""",08-01-2007,384.519457,24,96,136,221,7,189.0329095,228,0.65,8.3,72.69826714,Poor
2040,Vellore,Melvallam,"12°45'10""","79°09'10""",08-01-2007,936,20,68,126,81,4,248,125,1.12,8.1,105.1626895,Not suitable
2041,Vellore,Usur,"12°51'50""","79°03'40""",08-01-2007,384.519457,6,40,95,258,3,397,161,1.35,8.3,121.611242,Not suitable
2042,Vellore,Perumugai,"12°56'33""","79°11'49""",09-01-2007,384.519457,42,52,63,285,16,333,209,0.82,8.3,87.35165969,Very poor
2043,Arcot,Melapalandai,"12°39'30""","79°23'42""",09-01-2007,912,10,92,49,92,5.964226244,220,60,1,7.5,89.06522885,Very poor
2044,Arcot,Kalavai,"12°46'00""","79°23'05""",09-01-2007,384.519457,17,76,75,230,16,298,204,0.51,7.6,58.80941371,Poor
2045,Arcot,Kaniyanur,"12°48'00""","79°21'25""",09-01-2007,384.519457,22,76,58,322,25,333,72,0.31,8.3,51.71365071,Poor
2046,Arcot,Damaraipakkam,"12°45'25""","79°18'35""",09-01-2007,817,26,92,50,115,5,245,106,0.06,7.8,18.05616782,Excellent
2047,Walajahpet,Ayilam,"12°52'35""","79°15'45""",09-01-2007,516,4,50,33,99,5,89,67,0.46,8.5,50.74671961,Poor
2048,Arcot,Varagur,"12°48'40""","79°14'15""",09-01-2007,734,11,36,26,196,3,152,129,1.16,8.2,102.4182187,Not suitable
2049,Arcot,Pudupadi,"12°51'55""","79°22'25""",09-01-2007,492,4,58,36,71,5,128,48,0.8,7.7,72.53160306,Poor
2050,Arcot,Damaraipakkam,"12°45'35""","79°18'35""",09-01-2007,793,24,110,56,85,4,245,80,0.33,7.7,38.28052249,Good
2051,Arcot,Varagurpattanam,"12°48'50""","79°14'50""",09-01-2007,641,10,36,38,145,1,145,91,1.1,8.2,97.05984231,Very poor
2052,Arcot,Kalavai,"12°46'10""","79°25'20""",09-01-2007,384.519457,10,92,66,253,5.964226244,383,151,0.3,8.4,41.49154756,Good
2053,Walajahpet,Lalapet,"12°58'00""","79°03'00""",10-01-2007,514,1,36,24,122,5,106,67,0.27,8.2,33.43074625,Good
2054,Katpadi,Arumparuthi,"12°58'05""","79°12'25""",10-01-2007,384.519457,45,100,17,186.7503982,6,189.0329095,134,0.95,7.7,86.30840953,Very poor
2055,Arakkonam,Kilveeranam,"12°59'51""","79°28'25""",10-01-2007,384.519457,2,160,51,357,3,189.0329095,199,0.75,7.8,71.11750378,Poor
2056,Gudiyatham,Modikuppam,"13°01'50""","78°10'48""",10-01-2007,384.519457,17,96,83,230,8,305,233,0.87,7.6,83.23066228,Very poor
2057,Walajahpet,Sholinghur,"13°06'25""","79°25'25""",10-01-2007,633,6,54,46,113,4,138,93,0.48,8.5,52.73315696,Poor
2058,Walajahpet,Ammur,"12°57'30""","79°17'00""",10-01-2007,384.519457,49,84,85,173,5.964226244,284,108,0.11,7.6,23.86258654,Excellent
2059,Arakkonam,Mosur,"13°05'02""","79°43'10""",10-01-2007,384.519457,12,40,32,230,5.964226244,128,132,1.22,8.4,110.2420463,Not suitable
2060,Arakkonam,Poyapakkam,"13°02'23""","79°40'06""",10-01-2007,384.519457,15,88,68,186.7503982,5.964226244,189.0329095,350,1.36,8.3,123.495879,Not suitable
2061,Arakkonam,Vellorepet,"13°08'56""","79°42'17""",10-01-2007,384.519457,17,84,54,322,5.964226244,298,271,0.93,8.3,89.62680048,Very poor
2062,Arakkonam,Amirpet,"13°08'29""","79°36'40""",10-01-2007,384.519457,8,136,80,246,9,432,252,0.78,7.7,77.652043,Very poor
2063,Arakkonam,Narayanamangalam,"13°11'19""","79°39'18""",10-01-2007,809,6,130,34,115,2,287,95,0.36,7.6,37.50703592,Good
2064,Walajahpet,Ranipet Water Works,"12°55'00""","79°12'00""",10-01-2007,532,2,38,30,115,7,149,78,0.5,8.5,54.66717264,Poor
2065,Walajahpet,Lalapettai,"12°59'80""","79°18'10""",10-01-2007,518,1,50,21,115,5,96,62,0.67,8.1,63.9335942,Poor
2066,Walajahpet,Melvenkatapuram,"13°02'45""","79°24'10""",10-01-2007,835,10,84,60,124,4,277,144,0.49,7.9,51.48187516,Poor
2067,Gudiyatham,Arumbaruthi,"12°58'05""","79°12'25""",10-01-2007,384.519457,42,60,51,476,4,189.0329095,216,1.3,7.8,114.8416024,Not suitable
2068,Arakkonam,Valarpuram,"13°10'05""","79°40'40""",10-01-2007,384.519457,69,58.75113122,126,186.7503982,9,189.0329095,121.0057919,0.65,7.4,68.75059245,Poor
2069,Walajahpet,Gudimallur,"12°53'35""","79°22'15""",10-01-2007,384.519457,39,112,83,196,4,277,168,0.78,8.5,80.42486382,Very poor
2070,Arakkonam,Gudalur,"13°05'20""","79°31'00""",10-01-2007,368,5,52,22,51,2,53,53,0.48,7.9,46.31204586,Good
2071,Arakkonam,Siruvalaiyam,"12°57'40""","79°32'05""",10-01-2007,666,4,70,12,166,2,167,73,0.83,7.7,72.49233001,Poor
2072,Gudiyatham,Panamadangi,"13°01'30""","79°02'20""",10-01-2007,451,2,28,24,110,3,46,48,1.28,8.3,111.2873269,Not suitable
2073,Katpadi,Latteri,"12°58'10""","79°04'10""",10-01-2007,384.519457,13,160,95,168,7,189.0329095,180,0.67,7.7,68.75296114,Poor
2074,Arakkonam,Nagavedu,"13°02'20""","79°37'40""",10-01-2007,411,3,72,30,41,1,67,34,0.52,8.2,51.30883696,Poor
2075,Walajahpet,Ozhugur,"12°58'40""","79°24'35""",10-01-2007,791,10,86,44,136,4,277,96,0.38,7.9,42.06045785,Good
2076,Walajahpet,Sholinghur,"13°06'50""","79°25'20""",10-01-2007,384.519457,42,48,56,276,4,326,132,0.46,8,50.48029727,Poor
2077,Katpadi,Serkadu,"13°01'45""","79°14'00""",10-01-2007,668,16,88,45,92,10,135,29,0.59,8,62.14733549,Poor
2078,Arakkonam,Banavaram,"13°00'30""","79°29'30""",10-01-2007,384.519457,3,144,32,345,4,461,336,1.62,7.5,136.8465195,Not suitable
2079,Walajahpet,Sengalnatham,"13°03'15""","79°20'00""",10-01-2007,384.519457,42,100,56,288,4,277,156,0.99,8.4,94.8559583,Very poor
2080,Walajahpet,Sathambakkam,"12°52'27""","79°23'50""",10-01-2007,531,2,38,24,124,5,142,83,0.53,8.5,55.625288,Poor
2081,Vellore,Pennathur,"12°50'40""","79°06'40""",03-07-2007,384.519457,29,58.75113122,58,207,11,397,216,0.46,7.4,50.43893848,Poor
2082,Vellore,Usur,"12°51'54""","79°03'43""",03-07-2007,384.519457,7,76,114,472,12,189.0329095,326,0.96,7.8,95.02746158,Very poor
2083,Vellore,Vallam,"12°45'15""","79°09'18""",03-07-2007,888,6,96,64,138,4,209,134,0.8,8,76.36324011,Very poor
2084,Vellore,Melvallam,"12°45'10""","79°09'10""",03-07-2007,852,5,84,112,69,5,206,110,1.08,7.7,98.94647439,Very poor
2085,Vellore,Usur,"12°51'50""","79°03'40""",03-07-2007,384.519457,3,88,112,276,4,390,196,1.55,7.7,135.5558014,Not suitable
2086,Walajahpet,Lalapet,"12°58'00""","79°03'00""",04-07-2007,646,4,52,38,138,6,121,60,0.45,7.6,45.45163223,Good
2087,Katpadi,Arumparuthi,"12°58'05""","79°12'25""",04-07-2007,682,4,50,62,115,7,188,81,0.5,8.2,54.83895598,Poor
2088,Walajahpet,Sholinghur,"13°06'25""","79°25'25""",04-07-2007,874,12,64,66,161,4,213,102,0.34,7.7,38.64719763,Good
2089,Walajahpet,Thalangai,"12°59'40""","79°25'28""",04-07-2007,384.519457,38,120,97,414,5.964226244,189.0329095,247,0.12,7.5,25.29432543,Good
2090,Walajahpet,Ammur,"12°57'30""","79°17'00""",04-07-2007,384.519457,46,160,46,311,5.964226244,326,192,0.2,7.2,27.78670864,Good
2091,Walajahpet,Ranipet Water Works,"12°55'00""","79°12'00""",04-07-2007,659,3,70,30,127,5,213,82,0.49,8.2,51.60904028,Poor
2092,Walajahpet,Lalapettai,"12°59'80""","79°18'10""",04-07-2007,610,4,24,50,138,7,117,49,0.14,7.7,22.69518254,Excellent
2093,Walajahpet,Melvenkatapuram,"13°02'45""","79°24'10""",04-07-2007,966,1,120,56,161,7,312,101,0.14,7.3,22.25747367,Excellent
2094,Gudiyatham,Arumbaruthi,"12°58'05""","79°12'25""",04-07-2007,925,2,88,46,196,5,312,101,0.08,7.5,16.86397499,Excellent
2095,Walajahpet,Gudimallur,"12°53'35""","79°22'15""",04-07-2007,384.519457,38,72,80,230,5.964226244,326,134,0.05,7.3,16.72257795,Excellent
2096,Gudiyatham,Panamadangi,"13°01'30""","79°02'20""",04-07-2007,722,5,36,49,161,7,223,77,0.26,8,34.26470269,Good
2097,Katpadi,Latteri,"12°58'10""","79°04'10""",04-07-2007,702,4,28,51,161,7,213,72,0.26,7.8,32.97304802,Good
2098,Walajahpet,Ozhugur,"12°58'40""","79°24'35""",04-07-2007,549,13.17692308,42,43,108,7,50,58,0.4,7.4,41.17682285,Good
2099,Walajahpet,Sholinghur,"13°06'50""","79°25'20""",04-07-2007,384.519457,21,96,113,357,5,496,218,0.02,7.3,15.84772925,Excellent
2100,Katpadi,Serkadu,"13°01'45""","79°14'00""",04-07-2007,384.519457,27,56,56,299,33,248,132,0.02,7.9,30.79614762,Good
2101,Walajahpet,Sengalnatham,"13°03'15""","79°20'00""",04-07-2007,384.519457,24,104,66,219,32,255,127,0.08,7.6,34.00461235,Good
2102,Walajahpet,Sathambakkam,"12°52'27""","79°23'50""",04-07-2007,685,4,50,57,120,7,202,82,0.37,7.8,42.05967237,Good
2103,Arcot,Melapalandai,"12°39'30""","79°23'42""",05-07-2007,739,13.17692308,26,51,184,8,227,72,0.36,7.2,38.02868472,Good
2104,Arcot,Kaniyanur,"12°48'00""","79°21'25""",05-07-2007,384.519457,14,44,49,322,2,319,163,0.58,7.9,56.75784327,Poor
2105,Arcot,Damaraipakkam,"12°45'25""","79°18'35""",05-07-2007,988,14,84,36,230,4,234,94,0.21,7.6,26.90860727,Good
2106,Walajahpet,Ayilam,"12°52'35""","79°15'45""",05-07-2007,676,9,40,100,69,3,142,87,0.44,7.6,46.23762212,Good
2107,Arcot,Varagur,"12°48'40""","79°14'15""",05-07-2007,590,7,54,46,92,23,138,7,0.42,7.6,52.6890651,Poor
2108,Arcot,Pudupadi,"12°51'55""","79°22'25""",05-07-2007,384.519457,15,58.75113122,109,186.7503982,4,189.0329095,264,0.08,7.3,18.37957225,Excellent
2109,Arcot,Damaraipakkam,"12°45'35""","79°18'35""",05-07-2007,860,14,100,61,127,4,227,77,0.05,7.4,14.48789191,Excellent
2110,Arcot,Kalavai,"12°46'10""","79°25'20""",05-07-2007,384.519457,4,152,52.24729367,219,4,189.0329095,106,0.08,7.8,19.17065318,Excellent
2111,Gudiyatham,Kallapadi,"12°59'45""","78°54'40""",06-07-2007,876,12,44,80,173,4,110,104,2.17,8.2,184.3613454,Not suitable
2112,Vellore,Perumugai,"12°56'33""","79°11'49""",06-07-2007,751,2,76,34,150,5,220,123,0.37,7.9,40.84473417,Good
2113,Vellore,P.S. Mangalam,"12°55'05""","79°03'00""",06-07-2007,384.519457,5,164,75,322,5.964226244,189.0329095,173,0.1,7.6,22.25532263,Excellent
2114,Vellore,Poigai satyammangalam,"12°55'05""","79°03'00""",06-07-2007,384.519457,4,160,75,322,5.964226244,189.0329095,120,0.07,7.7,20.35607817,Excellent
2115,Walajahpet,Gudimallur,"12°53'35""","79°22'15""",06-07-2007,384.519457,12,44,107,299,2,376,151,0.74,7.6,70.30872306,Poor
2116,Gudiyatham,Modikuppam,"13°01'45""","78°51'55""",06-07-2007,779,3,22,44,219,4,78,88,1.31,7.6,111.2991459,Not suitable
2117,Gudiyatham,Gundalapalli,"12°59'35""","78°44'45""",06-07-2007,654,4,22,61,138,6,78,87,1.24,7.7,108.2672815,Not suitable
2118,Gudiyatham,Nalanganallur,"12°57'20""","78°47'05""",06-07-2007,813,28,38,57,173,6,142,65,1.26,7.7,110.9210994,Not suitable
2119,Gudiyatham,Kommeswaram,"12°49'00""","78°44'10""",06-07-2007,589,4,30,49,115,5,85,101,1.49,7.9,127.8432256,Not suitable
2120,Vellore,Guruvarajapalayam,"12°47'35""","78°53'00""",07-07-2007,688,7,58,56,115,5,121,91,0.93,7.8,84.60825458,Very poor
2121,Vellore,Karadikudi,"12°50'38""","78°55'49""",07-07-2007,384.519457,28,96,134,345,7,383,288,1.2,7.8,113.046829,Not suitable
2122,Vellore,Asanampattu,"12°42'17""","78°48'58""",07-07-2007,705,4,74,39,127,7,195,96,0.45,7.8,47.71263163,Good
2123,Vellore,Guruvarajapalayam,"12°47'30""","78°52'48""",07-07-2007,733,6,88,51,115,4,113,61,1.11,8.1,99.97086904,Very poor
2124,Arakkonam,Sendamangalam,"12°29'00""","78°34'20""",12-07-2007,918,1,20,56,253,5,199,109,0.41,8.1,45.70763582,Good
2125,Arakkonam,Mosur,"13°05'02""","79°43'10""",12-07-2007,742,9,18,24,242,3,103,38,0.85,8.5,79.59991359,Very poor
2126,Arakkonam,Vellorepet,"13°08'56""","79°42'17""",12-07-2007,384.519457,6,56,92,322,5.964226244,340,175,0.09,8.1,24.14496418,Excellent
2127,Arakkonam,Amirpet,"13°08'29""","79°36'40""",12-07-2007,939,2,56,56,219,7,291,112,0.71,7.8,68.88412107,Poor
2128,Arakkonam,Valarpuram,"13°10'05""","79°40'40""",12-07-2007,634,10,38,32,161,2,106,49,0.57,7.9,54.18445677,Poor
2129,Arakkonam,Gudalur,"13°05'20""","79°31'00""",12-07-2007,388,4,60,54,5,2,74,41,0.09,7.7,16.41798495,Excellent
2130,Arakkonam,Siruvalaiyam,"12°57'40""","79°32'05""",12-07-2007,384.519457,2,176,73,265,4,189.0329095,175,0.02,7.6,14.81234666,Excellent
2131,Arakkonam,Nagavedu,"13°02'20""","79°37'40""",12-07-2007,384.519457,20,38,43,184,5.964226244,213,104,0.02,7.9,14.69288668,Excellent
2132,Arakkonam,Banavaram,"13°00'30""","79°29'30""",12-07-2007,384.519457,6,164,109,173,4,496,180,0.5,7.5,53.59625097,Poor
2133,Vellore,Pennathur,"12°50'40""","79°06'40""",02-01-2008,379,1,92,9,41,2,32,28,1,8,87.00593915,Very poor
2134,Arakkonam,Kilveeranam,"12°59'51""","79°28'25""",02-01-2008,384.519457,5,60,58,186.7503982,9,189.0329095,180,0.78,8.1,77.25578003,Very poor
2135,Vellore,Usur,"12°51'54""","79°03'43""",02-01-2008,384.519457,20,92,131,472,14,189.0329095,242,0.96,7.8,97.57876444,Very poor
2136,Vellore,Vallam,"12°45'15""","79°09'18""",02-01-2008,384.519457,27,172,52.24729367,276,11,189.0329095,228,0.7,7.5,70.7980067,Poor
2137,Arakkonam,Mosur,"13°05'02""","79°43'10""",02-01-2008,384.519457,26,32,32,437,5.964226244,255,132,0.51,8.1,54.18416663,Poor
2138,Arakkonam,Poyapakkam,"13°02'23""","79°40'06""",02-01-2008,384.519457,14,48,44,186.7503982,5.964226244,447,154,0.7,7.9,67.90935678,Poor
2139,Arakkonam,Vellorepet,"13°08'56""","79°42'17""",02-01-2008,384.519457,3,64,68,368,5.964226244,319,115,0.33,7.5,37.87076973,Good
2140,Arakkonam,Narayanamangalam,"13°11'19""","79°39'18""",02-01-2008,748,16,104,21,138,6,199,57,0.75,7.9,71.03451641,Poor
2141,Arakkonam,Valarpuram,"13°10'05""","79°40'40""",02-01-2008,482,1,36,34,104,2,85,25,0.71,8.1,65.80077034,Poor
2142,Vellore,Melvallam,"12°45'10""","79°09'10""",02-01-2008,384.519457,15,100,96,129,6,259,96,1,8.4,97.32582228,Very poor
2143,Arakkonam,Gudalur,"13°05'20""","79°31'00""",02-01-2008,291,3,40,32,23,1,43,23,0.42,7.4,38.19438932,Good
2144,Arakkonam,Siruvalaiyam,"12°57'40""","79°32'05""",02-01-2008,384.519457,1,40,66,253,2,355,95,0.45,7.4,43.72990803,Good
2145,Arakkonam,Nagavedu,"13°02'20""","79°37'40""",02-01-2008,384.519457,26,58.75113122,41,403,12,189.0329095,106,0.37,7.8,45.37424833,Good
2146,Arakkonam,Banavaram,"13°00'30""","79°29'30""",02-01-2008,703,17,82,56,69,29,160,67,0.48,7.8,63.21615826,Poor
2147,Vellore,Usur,"12°51'50""","79°03'40""",02-01-2008,384.519457,8,52,95,288,3,411,168,1.21,8.1,109.8331173,Not suitable
2148,Arakkonam,Karivedu,"12°53'27""","79°30'50""",02-01-2008,384.519457,6,176,32,311,5.964226244,411,115,0.61,7.3,58.22690717,Poor
2149,Arcot,Maruthampadi,"12°48'00""","79°17'00""",03-01-2008,930,23,70,50,138,5.964226244,124,63,0.74,7.7,70.29252618,Poor
2150,Arcot,Melapalandai,"12°39'30""","79°23'42""",03-01-2008,384.519457,25,84,90,391,32,468,206,0.04,7.7,33.23232614,Good
2151,Arcot,Kalavai,"12°46'00""","79°23'05""",03-01-2008,384.519457,48,128,90,230,5,482,170,0.1,7.7,24.45688102,Excellent
2152,Arcot,Kaniyanur,"12°48'00""","79°21'25""",03-01-2008,384.519457,4,104,32,311,8,284,94,1.07,7.9,97.49656657,Very poor
2153,Arcot,Damaraipakkam,"12°45'25""","79°18'35""",03-01-2008,727,11,38,55,150,1,199,95,0.35,8.3,40.4008057,Good
2154,Walajahpet,Ayilam,"12°52'35""","79°15'45""",03-01-2008,332,1,52,26,37,6,53,20,1.7,7.9,143.3137516,Not suitable
2155,Arcot,Varagur,"12°48'40""","79°14'15""",03-01-2008,292,2,46,11,46,14,28,7,0.4,8.6,49.93642769,Good
2156,Arcot,Pudupadi,"12°51'55""","79°22'25""",03-01-2008,924,3,44,45,242,5,337,85,0.8,8.1,75.99049531,Very poor
2157,Arcot,Damaraipakkam,"12°45'35""","79°18'35""",03-01-2008,384.519457,56,80,83,311,5.964226244,383,166,0.17,8.4,33.9998101,Good
2158,Arcot,Varagurpattanam,"12°48'50""","79°14'50""",03-01-2008,523,15,60,12,92,30,96,39,0.24,8.6,47.17474882,Good
2159,Arcot,Kalavai,"12°46'10""","79°25'20""",03-01-2008,384.519457,6,80,95,288,2,432,286,0.27,7.8,34.88088485,Good
2160,Arcot,Timiri,"12°49'35""","79°18'30""",03-01-2008,384.519457,54,58.75113122,102,368,4,189.0329095,186,0.08,7.3,19.74548345,Excellent
2161,Walajahpet,Lalapet,"12°58'00""","79°03'00""",04-01-2008,778,5,90,30,161,6,145,58,0.2,8,28.71086357,Good
2162,Katpadi,Vaduganthangal,"12°58'10""","79°04'10""",04-01-2008,384.519457,36,88,75,472,12,189.0329095,137,0.11,7.8,27.88800256,Good
2163,Katpadi,Ponnai,"13°07'50""","79°15'35""",04-01-2008,620,1,28,39,161,2,121,46,1.2,8.3,105.5070137,Not suitable
2164,Walajahpet,Sholinghur,"13°06'25""","79°25'25""",04-01-2008,579,10,42,35,120,2,152,59,0.38,8,40.20521686,Good
2165,Walajahpet,Lalapettai,"12°59'80""","79°18'10""",04-01-2008,795,6,64,23,207,7,142,54,0.33,7.4,35.10191439,Good
2166,Walajahpet,Melvenkatapuram,"13°02'45""","79°24'10""",04-01-2008,932,17,68,29,207,5.964226244,163,69,0.1,7.5,18.14665079,Excellent
2167,Gudiyatham,Panamadangi,"13°01'30""","79°02'20""",04-01-2008,409,1,10,41,87,6,50,40,0.69,8.3,67.55300885,Poor
2168,Katpadi,Latteri,"12°58'10""","79°04'10""",04-01-2008,749,17,38,54,156,5,188,83,0.53,7.8,53.67434682,Poor
2169,Walajahpet,Sholinghur,"13°06'50""","79°25'20""",04-01-2008,384.519457,30,76,54,322,3,390,170,0.14,7.6,22.66530237,Excellent
2170,Katpadi,Serkadu,"13°01'45""","79°14'00""",04-01-2008,384.519457,14,114,50,196,14,291,83,0.05,8.3,25.07647312,Good
2171,Walajahpet,Sengalnatham,"13°03'15""","79°20'00""",04-01-2008,384.519457,40,132,58,345,2,404,149,0.08,7.7,19.46421389,Excellent
2172,Walajahpet,Sathambakkam,"12°52'27""","79°23'50""",04-01-2008,531,5,68,30,92,4,64,13,0.68,8.4,66.71344721,Poor
2173,Gudiyatham,K.V.Kuppam,"12°57'10""","78°59'20""",04-01-2008,384.519457,3,164,51,184,5,383,250,1,7.5,89.8879101,Very poor
2174,Katpadi,Arumparuthi,"12°58'05""","79°12'25""",05-01-2008,504,1,34,58,81,2,67,42,1.7,8.5,146.4140962,Not suitable
2175,Vellore,Perumugai,"12°56'33""","79°11'49""",05-01-2008,384.519457,26,116,107,253,14,404,182,0.69,7.6,74.42771979,Poor
2176,Walajahpet,Ammur,"12°57'30""","79°17'00""",05-01-2008,842,16,62,45,150,5.964226244,163,69,0.17,7.7,25.3796914,Good
2177,Walajahpet,Ranipet Water Works,"12°55'00""","79°12'00""",05-01-2008,510,14,80,12,83,6,110,44,1.7,8.4,146.7770806,Not suitable
2178,Gudiyatham,Arumbaruthi,"12°58'05""","79°12'25""",05-01-2008,734,3,42,44,173,10,223,43,0.74,8.1,73.54475682,Poor
2179,Walajahpet,Gudimallur,"12°53'35""","79°22'15""",05-01-2008,384.519457,27,92,36,276,36,277,246,0.37,8.5,62.92443855,Poor
2180,Walajahpet,Ozhugur,"12°58'40""","79°24'35""",05-01-2008,384.519457,24,60,68,311,5.964226244,312,144,0.69,8.5,72.64363805,Poor
2181,Gudiyatham,Pallalakuppam,"12°53'20""","78°46'00""",08-01-2008,384.519457,7,188,39,322,5.964226244,496,120,0.02,7.5,14.26560359,Excellent
2182,Gudiyatham,Kallapadi,"12°59'45""","78°54'40""",08-01-2008,712,10,44,55,150,2,78,86,1.68,7.7,140.5884748,Not suitable
2183,Gudiyatham,Modikuppam,"13°01'50""","78°10'48""",08-01-2008,805,13,114,26,150,4,135,68,0.67,7.4,60.94399263,Poor
2184,Vellore,P.S. Mangalam,"12°55'05""","79°03'00""",08-01-2008,384.519457,8,120,90,265,5.964226244,468,86,0.12,8.3,28.46588343,Good
2185,Vellore,Poigai satyammangalam,"12°55'05""","79°03'00""",08-01-2008,384.519457,101,58.75113122,112,186.7503982,25,189.0329095,144,0.12,7.4,36.71313149,Good
2186,Walajahpet,Gudimallur,"12°53'35""","79°22'15""",08-01-2008,560,8,46,35,97,30,71,36,0.41,8.6,61.11089746,Poor
2187,Gudiyatham,Modikuppam,"13°01'45""","78°51'55""",08-01-2008,689,14,62,51,115,5,124,62,0.56,7.9,56.46773515,Poor
2188,Gudiyatham,Gundalapalli,"12°59'35""","78°44'45""",08-01-2008,384.519457,5,58.75113122,95,368,11,189.0329095,55,0.59,7.3,60.73930152,Poor
2189,Gudiyatham,Nalanganallur,"12°57'20""","78°47'05""",08-01-2008,384.519457,6,112,46,230,8,355,85,1.2,7.5,105.9967821,Not suitable
2190,Gudiyatham,Kommeswaram,"12°49'00""","78°44'10""",08-01-2008,384.519457,9,128,114,288,6,189.0329095,168,1.1,7.7,102.2569908,Not suitable
2191,Walajahpet,Aypedu,"13°06'15""","79°29'40""",08-01-2008,337,3,48,18,58,1,35,18,0.44,8.3,44.68868275,Good
2192,Arakkonam,Chitteri,"13°03'40""","79°36'25""",08-01-2008,569,10,46,38,115,1,99,40,1.4,7.8,117.8715401,Not suitable
2193,Gudiyatham,Nellorepet,"12°56'25""","78°41'05""",08-01-2008,577,8,54,30,104,27,78,36,0.32,8.4,51.15065338,Poor
2194,Gudiyatham,Valathur,"12°52'50""","78°49'45""",08-01-2008,384.519457,26,158,61,115,8,245,96,0.98,8.3,95.60571184,Very poor
2195,Gudiyatham,Erukkampattu,"12°56'50""","78°41'05""",08-01-2008,499,2,80,17,87,7,53,39,1.5,7.7,127.2178522,Not suitable
2196,Vellore,Guruvarajapalayam,"12°47'35""","78°53'00""",09-01-2008,595,2,38,33,138,4,202,65,0.92,8.3,84.75540928,Very poor
2197,Vellore,Karadikudi,"12°50'38""","78°55'49""",09-01-2008,384.519457,22,48,117,276,5,312,199,1.4,8,126.6039424,Not suitable
2198,Vellore,Asanampattu,"12°42'17""","78°48'58""",09-01-2008,886,2,38,69,196,18,156,102,1.05,8.3,104.4961579,Not suitable
2199,Vellore,Guruvarajapalayam,"12°47'30""","78°52'48""",09-01-2008,792,14,42,69,138,26,92,82,1.24,8,122.0261809,Not suitable
2200,Arakkonam,Cheyyur,"13°03'20""","79°42'10""",09-01-2008,507,11,24,43,104,2,99,43,1.4,8.3,121.4188043,Not suitable
2201,Walajahpet,Pulivalam,"13°03'45""","79°26'55""",09-01-2008,730,2,20,47,196,2,174,57,1.06,8.1,93.9274279,Very poor
2202,Arakkonam,Ullia-nallur,"12°58'00""","79°33'35""",09-01-2008,318,2,30,24,58,1,46,22,0.58,8.2,55.00411975,Poor
2203,Walajahpet,Ammoor,"12°58'30""","79°21'55""",09-01-2008,738,7,106,19,150,1,135,55,0.24,7.8,27.57818769,Good
2204,Vellore,Devichettikuppam,"12°50'40""","78°55'30""",09-01-2008,384.519457,1,44,30,322,5,106,323,1.7,8.3,146.4179261,Not suitable
2205,Arakkonam,Arakkonam,"13°04'40""","79°40'10""",09-01-2008,380,1,50,24,64,1,46,23,0.63,7.9,57.33330803,Poor
2206,Vellore,Kilkothur,"12°47'45""","78°56'48""",09-01-2008,593,2,58,35,115,3,181,58,0.43,7.9,43.96688495,Good
2207,Arcot,Maruthampadi,"12°48'00""","79°17'00""",09-07-2008,384.519457,24,92,67,196,5.964226244,206,32,0.64,7.6,63.12657322,Poor
2208,Vellore,Perumugai,"12°56'33""","79°11'49""",09-07-2008,384.519457,25,80,66,334,19,418,173,0.76,7.8,81.29080747,Very poor
