,vellore,Latitude,Longitude,Date,TDS,Nitrates,Ca,Mg,Na,K,Cl,SO4,F,pH,wqi,quality
178,,"12°53'27""","79°30'50""",28-06-2010,384.519457,13.17692308,20,12,90,5.964226244,82,121.0057919,0.626930769,8.8,64.94504237,Poor
179,,"12°52'43""","79°27'32""",29-06-2010,384.519457,13.17692308,34,26,122,5.964226244,145,121.0057919,0.626930769,9,67.22493949,Poor
180,,"12°50'40""","79°06'40""",30-06-2010,384.519457,13.17692308,60,78,71,5.964226244,245,121.0057919,0.626930769,7.8,62.98626928,Poor
181,,"12°58'00""","79°03'00""",01-07-2010,384.519457,13.17692308,200,68,469,5.964226244,189.0329095,121.0057919,0.626930769,7.5,63.27769369,Poor
182,,"12°56'40""","78°52'10""",02-07-2010,384.519457,13.17692308,26,26,198,5.964226244,177,121.0057919,0.626930769,7.8,59.98253385,Poor
183,,"12°58'05""","79°12'25""",03-07-2010,384.519457,13.17692308,140,49,414,5.964226244,189.0329095,121.0057919,0.626930769,7.4,60.74621782,Poor
184,,"12°58'10""","79°04'10""",04-07-2010,384.519457,13.17692308,180,129,262,5.964226244,189.0329095,121.0057919,0.626930769,7.7,66.98121055,Poor
185,,"12°29'00""","78°34'20""",05-07-2010,384.519457,13.17692308,42,13,74,5.964226244,78,121.0057919,0.626930769,7.8,59.16548173,Poor
186,,"12°59'51""","79°28'25""",06-07-2010,384.519457,13.17692308,20,15,92,5.964226244,71,121.0057919,0.626930769,7.9,59.60124605,Poor
187,,"12°47'35""","78°53'00""",07-07-2010,384.519457,13.17692308,24,60,136,5.964226244,149,121.0057919,0.626930769,7.9,62.17220031,Poor
188,,"12°53'20""","78°46'00""",08-07-2010,384.519457,13.17692308,40,71,117,5.964226244,241,121.0057919,0.626930769,7.4,59.99150365,Poor
189,,"12°54'05""","78°56'30""",09-07-2010,384.519457,13.17692308,104,71,437,5.964226244,189.0329095,121.0057919,0.626930769,7.9,64.48356139,Poor
190,,"12°59'45""","78°54'40""",10-07-2010,384.519457,13.17692308,24,57,152,5.964226244,103,121.0057919,0.626930769,7.7,60.77063681,Poor
191,,"13°01'50""","78°10'48""",11-07-2010,384.519457,13.17692308,22,33,200,5.964226244,78,121.0057919,0.626930769,7.7,59.5609061,Poor
192,,"12°56'33""","79°11'49""",12-07-2010,384.519457,13.17692308,46,60,122,5.964226244,191,121.0057919,0.626930769,7.7,61.28150609,Poor
193,,"12°50'38""","78°55'49""",13-07-2010,384.519457,13.17692308,32,78,242,5.964226244,248,121.0057919,0.626930769,7.6,61.71545174,Poor
194,,"12°46'43""","78°56'11""",14-07-2010,384.519457,13.17692308,28,44,127,5.964226244,89,121.0057919,0.626930769,7.7,60.08592059,Poor
195,,"12°51'54""","79°03'43""",15-07-2010,384.519457,13.17692308,32,52,382,5.964226244,284,121.0057919,0.626930769,7.8,61.90434662,Poor
196,,"12°47'26""","79°05'09""",16-07-2010,384.519457,13.17692308,28,41,99,5.964226244,74,121.0057919,0.626930769,8,61.68712625,Poor
197,,"12°45'15""","79°09'18""",17-07-2010,384.519457,13.17692308,28,105,184,5.964226244,340,121.0057919,0.626930769,7.9,64.89153669,Poor
198,,"12°55'05""","79°03'00""",18-07-2010,384.519457,13.17692308,144,62,316,5.964226244,471,121.0057919,0.626930769,7.6,62.85572663,Poor
199,,"12°42'17""","78°48'58""",19-07-2010,384.519457,13.17692308,24,55,145,5.964226244,85,121.0057919,0.626930769,7.5,59.41104233,Poor
200,,"13°07'50""","79°15'35""",20-07-2010,384.519457,13.17692308,164,146,432,5.964226244,189.0329095,121.0057919,0.626930769,7.5,66.75199708,Poor
201,,"13°06'25""","79°25'25""",21-07-2010,384.519457,13.17692308,26,38,209,5.964226244,241,121.0057919,0.626930769,7.9,61.31565049,Poor
202,,"13°02'20""","79°22'05""",22-07-2010,384.519457,13.17692308,72,63,186.7503982,5.964226244,189.0329095,121.0057919,0.626930769,7.5,60.70004996,Poor
203,,"12°59'40""","79°25'28""",23-07-2010,384.519457,13.17692308,42,62,122,5.964226244,227,121.0057919,0.626930769,7.7,61.37468992,Poor
204,,"12°57'30""","79°17'00""",24-07-2010,384.519457,13.17692308,32,39,110,5.964226244,96,121.0057919,0.626930769,7.9,61.07754956,Poor
205,,"13°05'02""","79°43'10""",25-07-2010,384.519457,13.17692308,144,114,186.7503982,5.964226244,189.0329095,121.0057919,0.626930769,7.7,65.55950771,Poor
206,,"13°02'23""","79°40'06""",26-07-2010,384.519457,13.17692308,18,22,131,5.964226244,71,121.0057919,0.626930769,7.9,60.01233847,Poor
207,,"13°08'56""","79°42'17""",27-07-2010,384.519457,13.17692308,36,43,166,5.964226244,89,121.0057919,0.626930769,7.7,60.22050313,Poor
208,,"13°08'29""","79°36'40""",28-07-2010,384.519457,13.17692308,50,37,94,5.964226244,160,121.0057919,0.626930769,7.8,60.66129647,Poor
209,,"13°11'19""","79°39'18""",29-07-2010,384.519457,13.17692308,50,16,41,5.964226244,43,121.0057919,0.626930769,7.4,56.88412023,Poor
210,,"12°56'30""","79°08'00""",30-07-2010,384.519457,13.17692308,32,13,46,5.964226244,39,121.0057919,0.626930769,7.8,58.92426143,Poor
211,,"12°55'00""","79°12'00""",31-07-2010,384.519457,13.17692308,32,27,76,5.964226244,85,121.0057919,0.626930769,8,60.98556021,Poor
212,,"12°58'50""","79°39'00""",01-08-2010,384.519457,13.17692308,38,52,283,5.964226244,337,121.0057919,0.626930769,7.6,60.64087388,Poor
213,,"12°56'12""","79°35'35""",02-08-2010,384.519457,13.17692308,112,50,202,5.964226244,337,121.0057919,0.626930769,7.5,60.79283995,Poor
214,,"12°53'27""","79°30'50""",03-08-2010,384.519457,13.17692308,62,38,179,5.964226244,316,121.0057919,0.626930769,7.7,60.62846753,Poor
215,,"12°50'40""","79°06'40""",04-08-2010,384.519457,13.17692308,50,55,69,5.964226244,174,121.0057919,0.626930769,8.2,64.0031252,Poor
216,,"12°58'00""","79°03'00""",05-08-2010,384.519457,13.17692308,58.75113122,52.24729367,428,5.964226244,189.0329095,121.0057919,0.626930769,8,63.47817846,Poor
217,,"12°56'40""","78°52'10""",06-08-2010,384.519457,13.17692308,28,30,255,5.964226244,241,121.0057919,0.626930769,8.7,65.89755637,Poor
218,,"12°29'00""","78°34'20""",07-08-2010,384.519457,13.17692308,56,26,129,5.964226244,163,121.0057919,0.626930769,7.4,57.80593503,Poor
219,,"12°59'51""","79°28'25""",08-08-2010,384.519457,13.17692308,54,37,85,5.964226244,89,121.0057919,0.626930769,7.8,60.61075565,Poor
220,,"12°47'35""","78°53'00""",09-08-2010,384.519457,13.17692308,30,39,133,5.964226244,42,121.0057919,0.626930769,9,67.73685432,Poor
221,,"12°53'20""","78°46'00""",10-08-2010,384.519457,13.17692308,44,24,87,5.964226244,78,121.0057919,0.626930769,8.2,62.22850209,Poor
222,,"12°54'05""","78°56'30""",11-08-2010,384.519457,13.17692308,40,78,152,5.964226244,216,121.0057919,0.626930769,7.8,62.83115588,Poor
223,,"12°59'45""","78°54'40""",12-08-2010,384.519457,13.17692308,24,46,150,5.964226244,106,121.0057919,0.626930769,8.9,67.51955873,Poor
224,,"13°01'50""","78°10'48""",13-08-2010,384.519457,13.17692308,22,15,133,5.964226244,60,121.0057919,0.626930769,9,66.40435323,Poor
225,,"12°56'33""","79°11'49""",14-08-2010,384.519457,13.17692308,46,39,173,5.964226244,206,121.0057919,0.626930769,8.3,63.97025712,Poor
226,,"12°50'38""","78°55'49""",15-08-2010,384.519457,13.17692308,28,60,223,5.964226244,202,121.0057919,0.626930769,8.8,67.95213047,Poor
227,,"12°46'43""","78°56'11""",16-08-2010,384.519457,13.17692308,24,29,170,5.964226244,106,121.0057919,0.626930769,8.9,66.6770677,Poor
228,,"12°51'54""","79°03'43""",17-08-2010,384.519457,13.17692308,38,26,368,5.964226244,213,121.0057919,0.626930769,8.8,66.62323265,Poor
229,,"12°47'26""","79°05'09""",18-08-2010,384.519457,13.17692308,28,56,92,5.964226244,82,121.0057919,0.626930769,8.7,66.73079296,Poor
230,,"12°45'15""","79°09'18""",19-08-2010,384.519457,13.17692308,52,138,209,5.964226244,450,121.0057919,0.626930769,8.3,69.55952406,Poor
231,,"12°55'05""","79°03'00""",20-08-2010,384.519457,13.17692308,64,56,246,5.964226244,319,121.0057919,0.626930769,8.2,64.77307559,Poor
232,,"12°42'17""","78°48'58""",21-08-2010,384.519457,13.17692308,28,77,122,5.964226244,117,121.0057919,0.626930769,8.3,65.48163418,Poor
233,,"13°07'50""","79°15'35""",22-08-2010,384.519457,13.17692308,58.75113122,52.24729367,186.7503982,5.964226244,189.0329095,121.0057919,0.626930769,8.3,64.83898332,Poor
234,,"13°06'25""","79°25'25""",23-08-2010,384.519457,13.17692308,40,28,200,5.964226244,209,121.0057919,0.626930769,8.3,63.37322909,Poor
235,,"13°02'20""","79°22'05""",24-08-2010,384.519457,13.17692308,152,97,186.7503982,5.964226244,189.0329095,121.0057919,0.626930769,7.8,65.39868469,Poor
236,,"12°59'40""","79°25'28""",25-08-2010,384.519457,13.17692308,34,66,147,5.964226244,234,121.0057919,0.626930769,8.1,63.96857671,Poor
237,,"12°54'10""","79°26'30""",26-08-2010,384.519457,13.17692308,160,80,262,5.964226244,189.0329095,121.0057919,0.626930769,8.2,67.21400747,Poor
238,,"12°57'30""","79°17'00""",27-08-2010,384.519457,13.17692308,36,48,133,5.964226244,113,121.0057919,0.626930769,8.3,64.10512481,Poor
239,,"13°05'02""","79°43'10""",28-08-2010,384.519457,13.17692308,136,83,469,5.964226244,189.0329095,121.0057919,0.626930769,7.6,63.78049437,Poor
240,,"13°02'23""","79°40'06""",29-08-2010,384.519457,13.17692308,26,27,127,5.964226244,67,121.0057919,0.626930769,8,60.97936466,Poor
241,,"13°08'56""","79°42'17""",30-08-2010,384.519457,13.17692308,56,29,202,5.964226244,82,121.0057919,0.626930769,8.1,62.27224911,Poor
242,,"13°08'29""","79°36'40""",31-08-2010,384.519457,13.17692308,94,48,44,5.964226244,163,121.0057919,0.626930769,8.4,65.40613173,Poor
243,,"13°11'19""","79°39'18""",01-09-2010,384.519457,13.17692308,60,12,25,5.964226244,32,121.0057919,0.626930769,8.3,62.25973246,Poor
244,,"12°56'30""","79°08'00""",02-09-2010,384.519457,13.17692308,30,16,64,5.964226244,82,121.0057919,0.626930769,8.2,61.58044071,Poor
245,,"12°55'00""","79°12'00""",03-09-2010,384.519457,13.17692308,24,11,138,5.964226244,113,121.0057919,0.626930769,8.6,63.86049744,Poor
246,,"12°58'50""","79°39'00""",04-09-2010,384.519457,13.17692308,110,66,278,5.964226244,415,121.0057919,0.626930769,7.7,63.05943003,Poor
247,,"12°56'12""","79°35'35""",05-09-2010,384.519457,13.17692308,144,62,177,5.964226244,411,121.0057919,0.626930769,7.6,62.51082376,Poor
248,,"12°53'27""","79°30'50""",06-09-2010,384.519457,13.17692308,100,32,170,5.964226244,252,121.0057919,0.626930769,7.8,61.35557821,Poor
249,,"12°52'43""","79°27'32""",07-09-2010,384.519457,13.17692308,46,26,97,5.964226244,121,121.0057919,0.626930769,8.3,63.0427393,Poor
250,,"12°50'40""","79°06'40""",08-09-2010,724,24,68,102,44,2,209,14,0.626930769,7.3,59.40804574,Poor
251,,"12°58'00""","79°03'00""",09-09-2010,384.519457,147,58.75113122,52.24729367,186.7503982,9,189.0329095,154,0.626930769,7.8,68.6194166,Poor
252,,"12°56'40""","78°52'10""",10-09-2010,926,27,24,48,242,18,199,36,0.626930769,8.6,73.15510054,Poor
253,,"12°58'05""","79°12'25""",11-09-2010,384.519457,22,58.75113122,63,414,5.964226244,189.0329095,110,0.626930769,8,64.33016476,Poor
254,,"12°58'10""","79°04'10""",12-09-2010,384.519457,34,126,82,133,5,340,31,0.626930769,8.2,66.92363828,Poor
255,,"12°29'00""","78°34'20""",13-09-2010,346,7,42,13,60,7,85,29,0.626930769,8.4,62.97373592,Poor
256,,"12°59'51""","79°28'25""",14-09-2010,417,5,44,20,87,2,57,17,0.626930769,8.4,60.6082813,Poor
257,,"12°47'35""","78°53'00""",15-09-2010,713,14,28,73,133,7,121,20,0.626930769,8.1,64.61678703,Poor
258,,"12°53'20""","78°46'00""",16-09-2010,456,15,40,32,81,2,71,12,0.626930769,8.2,60.34938142,Poor
259,,"12°54'05""","78°56'30""",17-09-2010,718,1,60,94,87,1,191,10,0.626930769,7.3,57.512439,Poor
260,,"12°59'45""","78°54'40""",18-09-2010,764,27,24,67,161,2,103,36,0.626930769,8.3,63.34206137,Poor
261,,"13°01'50""","78°10'48""",19-09-2010,651,4,38,28,179,3,78,32,0.626930769,8.5,62.35281487,Poor
262,,"12°56'33""","79°11'49""",20-09-2010,973,38,90,58,173,5,227,38,0.626930769,7.4,60.58676809,Poor
263,,"12°50'38""","78°55'49""",21-09-2010,384.519457,1,62,79,225,2,209,40,0.626930769,7.7,59.97587968,Poor
264,,"12°46'43""","78°56'11""",22-09-2010,702,5,42,46,170,3,96,12,0.626930769,8.2,61.53955386,Poor
265,,"12°51'54""","79°03'43""",23-09-2010,384.519457,1,42,41,368,5,248,38,0.626930769,7.5,58.45295426,Poor
266,,"12°47'26""","79°05'09""",24-09-2010,531,4,36,68,74,1,53,17,0.626930769,7.4,56.31353166,Poor
267,,"12°45'15""","79°09'18""",25-09-2010,384.519457,32,136,122,179,5,411,77,0.626930769,7.3,63.81870019,Poor
268,,"12°55'05""","79°03'00""",26-09-2010,384.519457,24,132,54,150,5.964226244,298,67,0.626930769,7.8,63.28860277,Poor
269,,"12°42'17""","78°48'58""",27-09-2010,813,37,44,60,161,2,128,19,0.626930769,8.2,63.04965398,Poor
270,,"13°07'50""","79°15'35""",28-09-2010,384.519457,31,184,88,322,5.964226244,189.0329095,72,0.626930769,7.1,61.97606399,Poor
271,,"13°06'25""","79°25'25""",29-09-2010,539,13.17692308,38,23,143,6,128,12,0.626930769,7.9,60.33277986,Poor
272,,"13°02'20""","79°22'05""",30-09-2010,384.519457,13.17692308,160,97,414,5.964226244,189.0329095,115,0.626930769,7.5,64.11192362,Poor
273,,"12°59'40""","79°25'28""",01-10-2010,760,17,70,62,120,3,174,34,0.626930769,7.4,58.38956589,Poor
274,,"12°54'10""","79°26'30""",02-10-2010,384.519457,18,58.75113122,66,276,3,189.0329095,91,0.626930769,7.2,57.55379079,Poor
275,,"12°57'30""","79°17'00""",03-10-2010,673,7,44,49,108,5.964226244,106,19,0.626930769,7.1,56.58474264,Poor
276,,"13°05'02""","79°43'10""",04-10-2010,384.519457,29,24,52.24729367,186.7503982,5.964226244,189.0329095,202,0.626930769,7.9,62.65238636,Poor
277,,"13°02'23""","79°40'06""",05-10-2010,577,10,30,15,170,4,128,16,0.626930769,9,65.38525412,Poor
278,,"13°08'56""","79°42'17""",06-10-2010,384.519457,20,54,54,129,5.964226244,167,39,0.626930769,9,69.12859544,Poor
279,,"13°08'29""","79°36'40""",07-10-2010,568,16,90,23,78,2,149,33,0.626930769,8.3,61.38112341,Poor
280,,"13°11'19""","79°39'18""",08-10-2010,282,3,68,6,31,2,32,6,0.626930769,8.9,62.9881006,Poor
281,,"12°56'30""","79°08'00""",09-10-2010,249,1,20,18,51,3,53,6,0.626930769,7.2,53.09550277,Poor
282,,"12°55'00""","79°12'00""",10-10-2010,377,13.17692308,26,13,104,3,92,14,0.626930769,7.3,54.20065134,Poor
283,,"12°58'50""","79°39'00""",11-10-2010,384.519457,39,116,45,230,5.964226244,415,58,0.626930769,8.9,70.17339845,Poor
284,,"12°56'12""","79°35'35""",12-10-2010,384.519457,15,200,58,219,5.964226244,189.0329095,72,0.626930769,8.5,68.36645939,Poor
285,,"12°53'27""","79°30'50""",13-10-2010,592,3,100,16,106,3,152,33,0.626930769,8.6,63.09274485,Poor
286,,"12°52'43""","79°27'32""",14-10-2010,448,12,42,12,87,20,124,21,0.626930769,8.1,68.42513259,Poor
287,,"12°50'40""","79°06'40""",15-10-2010,661,23,62,89,41,2,138,45,0.626930769,7.6,60.37698181,Poor
288,,"12°58'00""","79°03'00""",16-10-2010,384.519457,65,58.75113122,52.24729367,345,4,189.0329095,178,0.626930769,7.6,61.89508737,Poor
289,,"12°56'40""","78°52'10""",17-10-2010,653,9,36,49,143,3,138,52,0.626930769,8.1,61.20254485,Poor
290,,"12°58'05""","79°12'25""",18-10-2010,384.519457,56,58.75113122,52.24729367,186.7503982,3,189.0329095,326,0.626930769,7.6,60.93191568,Poor
291,,"12°58'10""","79°04'10""",19-10-2010,545,7,42,83,39,5,163,29,0.626930769,7.3,58.93151073,Poor
292,,"12°59'51""","79°28'25""",20-10-2010,515,26,44,28,97,2,50,34,0.626930769,8.8,64.33698479,Poor
293,,"12°47'35""","78°53'00""",21-10-2010,519,2,40,63,78,4,43,22,0.626930769,7.9,60.70209151,Poor
294,,"12°53'20""","78°46'00""",22-10-2010,424,10,34,41,67,2,39,19,0.626930769,8.6,62.91470801,Poor
295,,"12°54'05""","78°56'30""",23-10-2010,680,3,42,92,83,2,206,72,0.626930769,7.4,58.48220342,Poor
296,,"12°59'45""","78°54'40""",24-10-2010,631,8,28,48,152,1,60,48,0.626930769,8.4,61.65879705,Poor
297,,"13°01'50""","78°10'48""",25-10-2010,666,7,44,35,147,3,103,131,0.626930769,8.2,61.2115949,Poor
298,,"12°56'33""","79°11'49""",26-10-2010,705,15,22,91,106,3,149,40,0.626930769,7.3,58.47660494,Poor
299,,"12°50'38""","78°55'49""",27-10-2010,955,5,20,102,202,4,177,77,0.626930769,7.6,61.36191863,Poor
300,,"12°47'26""","79°05'09""",28-10-2010,467,1,22,67,69,2,25,23,0.626930769,7.5,57.04778551,Poor
301,,"12°45'15""","79°09'18""",29-10-2010,384.519457,42,60,52.24729367,175,4,340,120,0.626930769,7.5,60.18623036,Poor
302,,"12°42'17""","78°48'58""",30-10-2010,651,21,24,57,129,2,85,67,0.626930769,8.7,64.96142655,Poor
303,,"13°07'50""","79°15'35""",31-10-2010,384.519457,62,176,52.24729367,322,5.964226244,189.0329095,197,0.626930769,7.2,62.00673736,Poor
304,,"13°06'25""","79°25'25""",01-11-2010,793,13.17692308,38,92,138,2,220,53,0.626930769,7.5,59.55763677,Poor
305,,"13°02'20""","79°22'05""",02-11-2010,384.519457,115,136,127,345,5.964226244,189.0329095,163,0.626930769,7.4,68.5764674,Poor
306,,"12°59'40""","79°25'28""",03-11-2010,645,13,42,80,97,2,103,44,0.626930769,7.5,58.69866468,Poor
307,,"12°54'10""","79°26'30""",04-11-2010,384.519457,13,58.75113122,132,230,2,189.0329095,158,0.626930769,7.2,60.25829741,Poor
308,,"12°57'30""","79°17'00""",05-11-2010,744,20,26,79,101,5.964226244,117,58,0.626930769,7.3,59.6932256,Poor
309,,"13°05'02""","79°43'10""",06-11-2010,384.519457,36,112,85,265,5.964226244,189.0329095,144,0.626930769,8.6,70.16750274,Poor
310,,"13°02'23""","79°40'06""",07-11-2010,602,46,24,29,133,1,67,24,0.626930769,8.6,63.22310293,Poor
311,,"13°08'56""","79°42'17""",08-11-2010,999,54,30,62,115,5.964226244,156,34,0.626930769,8.9,70.04980689,Poor
312,,"13°08'29""","79°36'40""",09-11-2010,643,36,56,68,60,2,110,58,0.626930769,8.4,64.60083141,Poor
313,,"13°11'19""","79°39'18""",10-11-2010,426,35,44,38,37,2,39,14,0.626930769,8.9,65.62189365,Poor
314,,"12°56'30""","79°08'00""",11-11-2010,385,2,24,28,81,4,82,35,0.626930769,7.2,54.42954579,Poor
315,,"12°55'00""","79°12'00""",12-11-2010,509,1,18,33,133,4,121,38,0.626930769,7.7,57.81002361,Poor
316,,"12°58'50""","79°39'00""",13-11-2010,384.519457,64,108,78,253,18,411,115,0.626930769,8.6,77.5323741,Very poor
317,,"12°56'12""","79°35'35""",14-11-2010,384.519457,19,124,88,138,4,404,96,0.626930769,8,65.06149862,Poor
318,,"12°53'27""","79°30'50""",15-11-2010,530,23,52,27,92,2,85,48,0.626930769,7.6,57.02142213,Poor
319,,"12°52'43""","79°27'32""",16-11-2010,390,9,38,16,74,9,106,38,0.626930769,8,61.87213741,Poor
320,,"12°50'40""","79°06'40""",17-11-2010,917,35,116,94,60,3,340,60,0.626930769,8.1,65.82468874,Poor
321,,"12°58'00""","79°03'00""",18-11-2010,384.519457,98,58.75113122,52.24729367,186.7503982,4,189.0329095,192,0.626930769,7.8,64.0964255,Poor
322,,"12°56'40""","78°52'10""",19-11-2010,854,42,74,26,173,18,191,43,0.626930769,8.6,73.12621966,Poor
323,,"12°58'05""","79°12'25""",20-11-2010,384.519457,7,136,29,230,5.964226244,369,60,0.626930769,8.5,65.89752609,Poor
324,,"12°58'10""","79°04'10""",21-11-2010,476,14,90,23,48,6,78,23,0.626930769,8.7,65.71349789,Poor
325,,"12°29'00""","78°34'20""",22-11-2010,445,39,48,16,60,7,78,53,0.626930769,6.5,52.91155667,Poor
326,,"12°59'51""","79°28'25""",23-11-2010,342,4,40,9,83,1,39,17,0.626930769,8.4,59.35071055,Poor
327,,"12°47'35""","78°53'00""",24-11-2010,492,8,54,28,92,7,53,23,0.626930769,8.4,64.01421186,Poor
328,,"12°53'20""","78°46'00""",25-11-2010,631,31,92,32,78,2,113,25,0.626930769,7.9,59.97401413,Poor
329,,"12°54'05""","78°56'30""",26-11-2010,384.519457,42,144,83,299,2,446,134,0.626930769,8.1,65.91628965,Poor
330,,"12°59'45""","78°54'40""",27-11-2010,672,16,44,40,152,1,82,46,0.626930769,8.5,62.41943935,Poor
331,,"13°01'50""","78°10'48""",28-11-2010,807,14,66,23,207,2,113,74,0.626930769,8.4,61.9265767,Poor
332,,"12°56'33""","79°11'49""",29-11-2010,697,17,74,41,124,3,103,64,0.626930769,8,60.9622951,Poor
333,,"12°50'38""","78°55'49""",30-11-2010,384.519457,18,72,88,288,4,284,127,0.626930769,8.4,66.9344944,Poor
334,,"12°46'43""","78°56'11""",01-12-2010,628,7,86,13,138,5,71,23,0.626930769,8.8,65.15435278,Poor
335,,"12°51'54""","79°03'43""",02-12-2010,384.519457,12,40,61,391,3,383,132,0.626930769,9.2,69.53256578,Poor
336,,"12°47'26""","79°05'09""",03-12-2010,533,13,28,46,104,4,71,42,0.626930769,9.1,67.51748717,Poor
337,,"12°45'15""","79°09'18""",04-12-2010,384.519457,62,96,52.24729367,230,5,432,125,0.626930769,7.9,64.66106599,Poor
338,,"12°55'05""","79°03'00""",05-12-2010,384.519457,35,120,75,196,20,319,91,0.626930769,8.8,78.46641221,Very poor
339,,"12°42'17""","78°48'58""",06-12-2010,827,43,48,58,166,2,124,14,0.626930769,8.4,64.45290822,Poor
